area_responsecode,form_type,domain,type,filter_key,code,var_purpose,question_description,domain_description,programa,question_split
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm2_question14,formulario,dm2,remove,remove,,,,Mini AQDATSC: Livro de convergência,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm2_question15,formulario,dm2,remove,remove,,,,Mini AQDATSC: Livro de convergência,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm2_question16,formulario,dm2,remove,remove,,,,Mini AQDATSC: Livro de convergência,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm2_question17,formulario,dm2,remove,remove,,,,Mini AQDATSC: Livro de convergência,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question1,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question2,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question3,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question4,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question5,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question6,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question7,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question8,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question9,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question10,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question11,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question12,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm3_question13,formulario,dm3,remove,remove,,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm4_question1,formulario,dm4,remove,remove,,,,Ligação,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm4_question2,formulario,dm4,remove,remove,,,,Ligação,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question1,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question2,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question3,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question4,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question5,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question6,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question7,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question8,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question9,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question10,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question11,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm5_question12,formulario,dm5,remove,remove,,,,Auto-Teste de HIV,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_dm6_question1,formulario,dm6,remove,remove,,,,Preechimento de Mapa de consumo de testes,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_X_span_style_color_re_s_o_selecionado_span,formulario,,remove,remove,,,,,ATS,0
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group1.group1a.dm1_q1,formulario,dm1,remove,remove,dm1_q1,,1. Verifique se estão disponíveis os seguintes testes e consumíveis (dentro do prazo),Disponibilidade de Testes e consumíveis,ATS,dm1_q1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group1.group1a.dm1_q2,formulario,dm1,select_one yesNoNA,keep,dm1_q2,,"1.1 KIT de Teste de HIV Determine completo (teste, solução tampão e tubo capilar) e dentro do prazo?",Disponibilidade de Testes e consumíveis,ATS,dm1_q2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group1.group1a.dm1_q3,formulario,dm1,select_one yesNoNA,keep,dm1_q3,,"1.2 KIT de Teste de HIV Unigold completo (teste, solução tampão e pipeta) e dentro do prazo?",Disponibilidade de Testes e consumíveis,ATS,dm1_q3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group1.group1a.dm1_q4,formulario,dm1,select_one yesNoNA,keep,dm1_q4,,1.3 Preservativos?,Disponibilidade de Testes e consumíveis,ATS,dm1_q4
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.yesCountG1,formulario,dm1,calculate,keep,yesCountG1,yesCount,,Disponibilidade de Testes e consumíveis,ATS,yesCountG1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.noCountG1,formulario,dm1,calculate,keep,noCountG1,noCount,,Disponibilidade de Testes e consumíveis,ATS,noCountG1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.naCountG1,formulario,dm1,calculate,keep,naCountG1,naCount,,Disponibilidade de Testes e consumíveis,ATS,naCountG1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.domainScore1,formulario,dm1,calculate,keep,domainScore1,domain_score,,Disponibilidade de Testes e consumíveis,ATS,domainScore1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.total_sim_mds_resp,formulario,dm1,remove,remove,total_sim_mds_resp,,,Disponibilidade de Testes e consumíveis,ATS,total_sim_mds_resp
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.total_nao_mds_resp,formulario,dm1,remove,remove,total_nao_mds_resp,,,Disponibilidade de Testes e consumíveis,ATS,total_nao_mds_resp
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS1.desempenho_dominio_resp,formulario,dm1,remove,remove,desempenho_dominio_resp,,,Disponibilidade de Testes e consumíveis,ATS,desempenho_dominio_resp
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2a.dm2_q1,formulario,dm2,remove,remove,dm2_q1,,"2. Solicite o livro de registo de ATSC de convergência em uso, o RM e o Mapa de consumo de Testes Rápidos de ATSC (do mês anterior ao mês de supervisão). E verifique:",Mini AQDATSC: Livro de convergência,ATS,dm2_q1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2a.dm2_q2,formulario,dm2,select_one yesNoNA,keep,dm2_q2,,2.1 Se a capa do livro de ATSC está devidamente preenchida?,Mini AQDATSC: Livro de convergência,ATS,dm2_q2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2a.dm2_q3,formulario,dm2,select_one yesNoNA,keep,dm2_q3,,2.2. Se o livro de ATSC está devidamente preenchido? (verificar aleatoriamente 2 páginas),Mini AQDATSC: Livro de convergência,ATS,dm2_q3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q4,formulario,dm2,remove,remove,dm2_q4,,"2.3 Faça a triangulação entre o livro de ATSC de convergância na US e o RM do sector, e verifique se há concordância de dados dos seguintes indicadores correspondentes ao mês estatístico anterior:",Mini AQDATSC: Livro de convergência,ATS,dm2_q4
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q5,formulario,dm2,select_one yesNoNA,keep,dm2_q5,,a) Aconselhados e testados com resultado Negativo?,Mini AQDATSC: Livro de convergência,ATS,dm2_q5
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q6,formulario,dm2,select_one yesNoNA,keep,dm2_q6,,b) Aconselhados e testados com resultado Positivo?,Mini AQDATSC: Livro de convergência,ATS,dm2_q6
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q7,formulario,dm2,select_one yesNoNA,keep,dm2_q7,,c) HSH aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q7
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q8,formulario,dm2,select_one yesNoNA,keep,dm2_q8,,d) MTS aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q8
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q9,formulario,dm2,select_one yesNoNA,keep,dm2_q9,,e) PID aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q9
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2b.dm2_q10,formulario,dm2,select_one yesNoNA,keep,dm2_q10,,f) Reclusos aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q10
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q11,formulario,dm2,select_one yesNoNA,keep,dm2_q11,,g) Mineiros aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q11
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q12,formulario,dm2,select_one yesNoNA,keep,dm2_q12,,h) Parceiros sexuais aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q12
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q13,formulario,dm2,select_one yesNoNA,keep,dm2_q13,,i) Filhos menores de 15 anos aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q13
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q14,formulario,dm2,select_one yesNoNA,keep,dm2_q14,,j) Pai/Mãe de filhos menores de 15 anos aconselhados e testados?,Mini AQDATSC: Livro de convergência,ATS,dm2_q14
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q15,formulario,dm2,select_one yesNoNA,keep,dm2_q15,,k) Utentes aconselhados e testados com resultado positivo no mês anterior?,Mini AQDATSC: Livro de convergência,ATS,dm2_q15
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q16,formulario,dm2,select_one yesNoNA,keep,dm2_q16,,l) Utentes aconselhados e testados com resultado positivo ligados aos serviços clínicos no mês anterior?,Mini AQDATSC: Livro de convergência,ATS,dm2_q16
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group2.group2c.dm2_q17,formulario,dm2,select_one yesNoNA,keep,dm2_q17,,"m) No livro de ATSC identifique toda PC positiva no período em revisão, anote os NIDs e peça as respectivas FM, e verifique se está registado como PC na Ficha de APSS linha 2?",Mini AQDATSC: Livro de convergência,ATS,dm2_q17
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.yesCountG2,formulario,dm2,calculate,keep,yesCountG2,yesCount,,Mini AQDATSC: Livro de convergência,ATS,yesCountG2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.noCountG2,formulario,dm2,calculate,keep,noCountG2,noCount,,Mini AQDATSC: Livro de convergência,ATS,noCountG2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.naCountG2,formulario,dm2,calculate,keep,naCountG2,naCount,,Mini AQDATSC: Livro de convergência,ATS,naCountG2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.domainScore2,formulario,dm2,calculate,keep,domainScore2,domain_score,,Mini AQDATSC: Livro de convergência,ATS,domainScore2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.total_sim_organizacao_resp,formulario,dm2,remove,remove,total_sim_organizacao_resp,,,Mini AQDATSC: Livro de convergência,ATS,total_sim_organizacao_resp
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.total_nao_organizacao_resp,formulario,dm2,remove,remove,total_nao_organizacao_resp,,,Mini AQDATSC: Livro de convergência,ATS,total_nao_organizacao_resp
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS2.desempenho_dominio_resp_001,formulario,dm2,remove,remove,desempenho_dominio_resp_001,,,Mini AQDATSC: Livro de convergência,ATS,desempenho_dominio_resp_001
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3a.dm3_q1,formulario,dm3,remove,remove,dm3_q1,,"3. Selecione aleatoriamente um LD Registo de um conselheiro comunitário e faça a triangulação com o livro de ATSC de convergencia na US, e verifique se há concordância de dados dos seguintes indicadores correspondentes ao mês estatístico anterior:",Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q1
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q2,formulario,dm3,select_one yesNoNA,keep,dm3_q2,,a) Aconselhados e testados com resultado Negativo?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q2
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q3,formulario,dm3,select_one yesNoNA,keep,dm3_q3,,b) Aconselhados e testados com resultado Positivo?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q4,formulario,dm3,select_one yesNoNA,keep,dm3_q4,,c) HSH aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q4
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q5,formulario,dm3,select_one yesNoNA,keep,dm3_q5,,d) MTS aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q5
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q6,formulario,dm3,select_one yesNoNA,keep,dm3_q6,,e) PID aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q6
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3b.dm3_q7,formulario,dm3,select_one yesNoNA,keep,dm3_q7,,f) Reclusos aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q7
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q8,formulario,dm3,select_one yesNoNA,keep,dm3_q8,,g) Mineiros aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q8
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q9,formulario,dm3,select_one yesNoNA,keep,dm3_q9,,h) Parceiros sexuais aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q9
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q10,formulario,dm3,select_one yesNoNA,keep,dm3_q10,,i) Filhos menores de 15 anos aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q10
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q11,formulario,dm3,select_one yesNoNA,keep,dm3_q11,,j) Pai/Mãe de filhos menores de 15 anos aconselhados e testados?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q11
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q12,formulario,dm3,select_one yesNoNA,keep,dm3_q12,,k) Utentes aconselhados e testados com resultado positivo no mês anterior?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q12
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group3.group3c.dm3_q13,formulario,dm3,select_one yesNoNA,keep,dm3_q13,,l) Utentes aconselhados e testados com resultado positivo ligados aos serviços clínicos no mês anterior?,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,dm3_q13
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.yesCountG3,formulario,dm3,calculate,keep,yesCountG3,yesCount,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,yesCountG3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.noCountG3,formulario,dm3,calculate,keep,noCountG3,noCount,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,noCountG3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.naCountG3,formulario,dm3,calculate,keep,naCountG3,naCount,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,naCountG3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.domainScore3,formulario,dm3,calculate,keep,domainScore3,domain_score,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,domainScore3
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.total_sim_organizacao_resp_001,formulario,dm3,remove,remove,total_sim_organizacao_resp_001,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,total_sim_organizacao_resp_001
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.total_nao_organizacao_resp_001,formulario,dm3,remove,remove,total_nao_organizacao_resp_001,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,total_nao_organizacao_resp_001
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.groupDS3.desempenho_dominio_resp_002,formulario,dm3,remove,remove,desempenho_dominio_resp_002,,,Mini AQD ATSC: Livro de convergência e livro de actores comunitários,ATS,desempenho_dominio_resp_002
ATS C -Aconselhamento Testagem em Saúde na Comunidade_groupForm.group4.dm4_q1,formulario,dm4,select_one yesNoNA,keep,dm4_q1,,4. Existe um fluxo funcional para inscrição de utentes HIV + provenientes do ATS-C na US? (UATS como ponto de referência do ATSC),Ligação,ATS,dm4_q1
